date,crop,zone,price,quantity_sold_kg
2026-04-08,Capsicum,Zone A,38.88,62.0
2026-04-08,Capsicum,Zone B,38.9,91.8
2026-04-08,Cauliflower,Zone A,29.56,47.4
2026-04-08,Cauliflower,Zone B,28.11,37.9
2026-04-08,Chilli,Zone A,54.98,83.1
2026-04-08,Chilli,Zone B,54.43,48.5
2026-04-08,Grapes,Zone A,93.05,92.5
2026-04-08,Grapes,Zone B,92.53,87.7
2026-04-08,Apple,Zone A,196.37,38.3
2026-04-08,Apple,Zone B,191.33,73.1
2026-04-08,Banana,Zone A,43.11,46.4
2026-04-08,Banana,Zone B,43.0,64.3
2026-04-08,Strawberry,Zone A,184.11,89.8
2026-04-08,Strawberry,Zone B,187.42,24.5
2026-04-09,Tomato,Zone A,19.73,40.5
2026-04-09,Tomato,Zone B,20.52,75.2
2026-04-09,Onion,Zone A,44.75,75.2
2026-04-09,Onion,Zone B,45.52,23.2
2026-04-09,Potato,Zone A,25.38,27.3
2026-04-09,Potato,Zone B,24.65,86.5
2026-04-09,Garlic,Zone A,125.45,61.8
2026-04-09,Garlic,Zone B,117.26,38.2
2026-04-09,Ginger,Zone A,91.36,57.1
2026-04-09,Ginger,Zone B,91.04,82.5
2026-04-09,Capsicum,Zone A,39.7,35.7
2026-04-09,Capsicum,Zone B,38.07,26.7
2026-04-09,Cauliflower,Zone A,29.19,37.2
2026-04-09,Cauliflower,Zone B,29.06,65.5
2026-04-09,Chilli,Zone A,57.05,28.9
2026-04-09,Chilli,Zone B,57.16,82.2
2026-04-09,Grapes,Zone A,87.81,69.2
2026-04-09,Grapes,Zone B,85.41,20.0
2026-04-09,Apple,Zone A,196.72,59.4
2026-04-09,Apple,Zone B,190.09,60.6
2026-04-09,Banana,Zone A,46.69,44.0
2026-04-09,Banana,Zone B,46.39,39.9
2026-04-09,Strawberry,Zone A,176.82,44.7
2026-04-09,Strawberry,Zone B,175.11,98.2
2026-04-10,Tomato,Zone A,20.87,45.5
2026-04-10,Tomato,Zone B,21.68,57.6
2026-04-10,Onion,Zone A,41.97,54.6
2026-04-10,Onion,Zone B,42.8,94.0
2026-04-10,Potato,Zone A,25.13,63.1
2026-04-10,Potato,Zone B,24.23,82.3
2026-04-10,Garlic,Zone A,135.14,60.1
2026-04-10,Garlic,Zone B,136.32,62.4
2026-04-10,Ginger,Zone A,85.04,68.8
2026-04-10,Ginger,Zone B,86.92,32.4
2026-04-10,Capsicum,Zone A,39.45,82.9
2026-04-10,Capsicum,Zone B,39.71,68.8
2026-04-10,Cauliflower,Zone A,30.03,98.5
2026-04-10,Cauliflower,Zone B,29.33,83.1
2026-04-10,Chilli,Zone A,55.5,94.6
2026-04-10,Chilli,Zone B,56.41,88.5
2026-04-10,Grapes,Zone A,85.02,46.7
2026-04-10,Grapes,Zone B,86.49,79.6
2026-04-10,Apple,Zone A,184.88,51.5
2026-04-10,Apple,Zone B,184.76,81.0
2026-04-10,Banana,Zone A,46.24,48.3
2026-04-10,Banana,Zone B,45.66,98.0
2026-04-10,Strawberry,Zone A,177.7,76.3
2026-04-10,Strawberry,Zone B,180.5,77.3
2026-04-11,Tomato,Zone A,19.39,45.7
2026-04-11,Tomato,Zone B,20.05,46.1
2026-04-11,Onion,Zone A,44.18,37.2
2026-04-11,Onion,Zone B,45.28,88.5
2026-04-11,Potato,Zone A,23.52,46.0
2026-04-11,Potato,Zone B,23.98,77.7
2026-04-11,Garlic,Zone A,136.22,23.7
2026-04-11,Garlic,Zone B,132.95,75.0
2026-04-11,Ginger,Zone A,93.58,42.4
2026-04-11,Ginger,Zone B,94.48,50.0
2026-04-11,Capsicum,Zone A,38.83,42.1
2026-04-11,Capsicum,Zone B,38.0,93.9
2026-04-11,Cauliflower,Zone A,27.99,80.0
2026-04-11,Cauliflower,Zone B,28.43,82.0
2026-04-11,Chilli,Zone A,53.01,32.0
2026-04-11,Chilli,Zone B,53.65,36.0
2026-04-11,Grapes,Zone A,82.24,65.8
2026-04-11,Grapes,Zone B,85.72,40.9
2026-04-11,Apple,Zone A,185.29,21.7
2026-04-11,Apple,Zone B,192.53,25.4
2026-04-11,Banana,Zone A,47.07,45.1
2026-04-11,Banana,Zone B,47.6,92.4
2026-04-11,Strawberry,Zone A,184.53,34.7
2026-04-11,Strawberry,Zone B,178.57,56.9
2026-04-12,Tomato,Zone A,19.95,76.3
2026-04-12,Tomato,Zone B,19.28,79.8
2026-04-12,Onion,Zone A,41.55,52.9
2026-04-12,Onion,Zone B,42.5,58.9
2026-04-12,Potato,Zone A,23.92,93.0
2026-04-12,Potato,Zone B,23.89,21.3
2026-04-12,Garlic,Zone A,125.61,60.3
2026-04-12,Garlic,Zone B,133.61,83.2
2026-04-12,Ginger,Zone A,90.47,70.7
2026-04-12,Ginger,Zone B,91.61,65.2
2026-04-12,Capsicum,Zone A,42.84,62.5
2026-04-12,Capsicum,Zone B,42.9,87.7
2026-04-12,Cauliflower,Zone A,29.74,68.8
2026-04-12,Cauliflower,Zone B,29.9,80.2
2026-04-12,Chilli,Zone A,56.16,42.1
2026-04-12,Chilli,Zone B,56.25,90.4
2026-04-12,Grapes,Zone A,95.83,25.8
2026-04-12,Grapes,Zone B,95.81,47.2
2026-04-12,Apple,Zone A,191.23,85.6
2026-04-12,Apple,Zone B,187.31,21.7
2026-04-12,Banana,Zone A,43.55,86.3
2026-04-12,Banana,Zone B,43.59,38.0
2026-04-12,Strawberry,Zone A,175.24,37.8
2026-04-12,Strawberry,Zone B,181.18,46.1
2026-04-13,Tomato,Zone A,20.18,81.6
2026-04-13,Tomato,Zone B,20.03,48.4
2026-04-13,Onion,Zone A,48.08,32.2
2026-04-13,Onion,Zone B,47.73,36.5
2026-04-13,Potato,Zone A,23.29,68.2
2026-04-13,Potato,Zone B,24.87,82.4
2026-04-13,Garlic,Zone A,137.8,46.2
2026-04-13,Garlic,Zone B,131.0,38.4
2026-04-13,Ginger,Zone A,86.0,53.9
2026-04-13,Ginger,Zone B,85.78,94.9
2026-04-13,Capsicum,Zone A,38.42,31.0
2026-04-13,Capsicum,Zone B,40.11,55.2
2026-04-13,Cauliflower,Zone A,30.69,55.5
2026-04-13,Cauliflower,Zone B,31.61,79.2
2026-04-13,Chilli,Zone A,54.11,51.9
2026-04-13,Chilli,Zone B,53.06,50.4
2026-04-13,Grapes,Zone A,92.81,34.0
2026-04-13,Grapes,Zone B,99.11,78.0
2026-04-13,Apple,Zone A,179.77,29.6
2026-04-13,Apple,Zone B,176.0,68.4
2026-04-13,Banana,Zone A,45.45,35.3
2026-04-13,Banana,Zone B,47.91,84.0
2026-04-13,Strawberry,Zone A,174.0,29.0
2026-04-13,Strawberry,Zone B,176.87,20.6
2026-04-14,Tomato,Zone A,20.44,88.6
2026-04-14,Tomato,Zone B,20.37,95.7
2026-04-14,Onion,Zone A,46.27,87.8
2026-04-14,Onion,Zone B,45.77,100.0
2026-04-14,Potato,Zone A,24.24,51.2
2026-04-14,Potato,Zone B,23.91,96.1
2026-04-14,Garlic,Zone A,128.09,45.9
2026-04-14,Garlic,Zone B,122.95,39.9
2026-04-14,Ginger,Zone A,87.89,32.5
2026-04-14,Ginger,Zone B,91.99,81.0
2026-04-14,Capsicum,Zone A,39.17,89.3
2026-04-14,Capsicum,Zone B,38.74,49.7
2026-04-14,Cauliflower,Zone A,28.93,33.8
2026-04-14,Cauliflower,Zone B,30.78,97.2
2026-04-14,Chilli,Zone A,57.73,34.5
2026-04-14,Chilli,Zone B,58.04,28.8
2026-04-14,Grapes,Zone A,85.16,44.5
2026-04-14,Grapes,Zone B,86.03,92.7
2026-04-14,Apple,Zone A,177.87,82.7
2026-04-14,Apple,Zone B,178.02,91.1
2026-04-14,Banana,Zone A,44.18,93.1
2026-04-14,Banana,Zone B,41.35,50.2
2026-04-14,Strawberry,Zone A,182.14,32.7
2026-04-14,Strawberry,Zone B,174.72,91.8
2026-04-15,Tomato,Zone A,19.93,29.0
2026-04-15,Tomato,Zone B,19.15,98.7
2026-04-15,Onion,Zone A,46.74,30.8
2026-04-15,Onion,Zone B,46.99,70.9
2026-04-15,Potato,Zone A,24.47,92.2
2026-04-15,Potato,Zone B,23.8,72.5
2026-04-15,Garlic,Zone A,129.94,77.3
2026-04-15,Garlic,Zone B,128.55,79.9
2026-04-15,Ginger,Zone A,90.9,37.5
2026-04-15,Ginger,Zone B,90.41,95.4
2026-04-15,Capsicum,Zone A,37.6,27.6
2026-04-15,Capsicum,Zone B,38.6,91.0
2026-04-15,Cauliflower,Zone A,28.18,34.8
2026-04-15,Cauliflower,Zone B,29.18,46.3
2026-04-15,Chilli,Zone A,58.38,61.6
2026-04-15,Chilli,Zone B,57.96,90.7
2026-04-15,Grapes,Zone A,92.24,53.8
2026-04-15,Grapes,Zone B,96.26,66.3
2026-04-15,Apple,Zone A,193.07,92.5
2026-04-15,Apple,Zone B,198.69,23.8
2026-04-15,Banana,Zone A,42.53,31.4
2026-04-15,Banana,Zone B,42.01,83.6
2026-04-15,Strawberry,Zone A,171.44,65.8
2026-04-15,Strawberry,Zone B,173.69,47.5
2026-04-16,Tomato,Zone A,20.77,66.2
2026-04-16,Tomato,Zone B,20.18,37.2
2026-04-16,Onion,Zone A,45.71,29.4
2026-04-16,Onion,Zone B,44.74,81.5
2026-04-16,Potato,Zone A,25.72,91.4
2026-04-16,Potato,Zone B,25.55,84.6
2026-04-16,Garlic,Zone A,132.21,73.1
2026-04-16,Garlic,Zone B,133.47,47.4
2026-04-16,Ginger,Zone A,87.02,49.2
2026-04-16,Ginger,Zone B,91.2,97.2
2026-04-16,Capsicum,Zone A,37.66,56.6
2026-04-16,Capsicum,Zone B,37.31,64.0
2026-04-16,Cauliflower,Zone A,30.26,44.6
2026-04-16,Cauliflower,Zone B,29.24,98.7
2026-04-16,Chilli,Zone A,54.25,60.4
2026-04-16,Chilli,Zone B,52.27,95.3
2026-04-16,Grapes,Zone A,96.56,87.2
2026-04-16,Grapes,Zone B,96.77,21.3
2026-04-16,Apple,Zone A,192.23,68.1
2026-04-16,Apple,Zone B,189.08,88.8
2026-04-16,Banana,Zone A,46.2,49.0
2026-04-16,Banana,Zone B,44.14,95.8
2026-04-16,Strawberry,Zone A,178.74,28.0
2026-04-16,Strawberry,Zone B,175.73,70.7
2026-04-17,Tomato,Zone A,20.79,80.1
2026-04-17,Tomato,Zone B,19.67,95.4
2026-04-17,Onion,Zone A,46.8,42.3
2026-04-17,Onion,Zone B,47.16,95.9
2026-04-17,Potato,Zone A,25.28,97.8
2026-04-17,Potato,Zone B,25.26,57.4
2026-04-17,Garlic,Zone A,127.59,20.0
2026-04-17,Garlic,Zone B,120.81,64.5
2026-04-17,Ginger,Zone A,91.29,69.0
2026-04-17,Ginger,Zone B,91.55,24.7
2026-04-17,Capsicum,Zone A,38.51,85.8
2026-04-17,Capsicum,Zone B,40.48,84.6
2026-04-17,Cauliflower,Zone A,30.71,82.9
2026-04-17,Cauliflower,Zone B,31.72,51.3
2026-04-17,Chilli,Zone A,54.74,25.6
2026-04-17,Chilli,Zone B,55.29,42.1
2026-04-17,Grapes,Zone A,94.3,79.2
2026-04-17,Grapes,Zone B,100.68,32.1
2026-04-17,Apple,Zone A,188.36,80.8
2026-04-17,Apple,Zone B,178.53,29.4
2026-04-17,Banana,Zone A,42.75,70.3
2026-04-17,Banana,Zone B,44.05,72.8
2026-04-17,Strawberry,Zone A,171.09,79.4
2026-04-17,Strawberry,Zone B,175.73,25.6
2026-04-18,Tomato,Zone A,21.65,47.3
2026-04-18,Tomato,Zone B,20.58,99.0
2026-04-18,Onion,Zone A,45.86,29.0
2026-04-18,Onion,Zone B,44.35,66.8
2026-04-18,Potato,Zone A,26.34,83.6
2026-04-18,Potato,Zone B,26.48,38.0
2026-04-18,Garlic,Zone A,127.35,68.3
2026-04-18,Garlic,Zone B,123.44,49.0
2026-04-18,Ginger,Zone A,94.56,86.9
2026-04-18,Ginger,Zone B,96.78,53.7
2026-04-18,Capsicum,Zone A,41.74,42.4
2026-04-18,Capsicum,Zone B,41.28,42.1
2026-04-18,Cauliflower,Zone A,29.27,53.6
2026-04-18,Cauliflower,Zone B,30.04,98.6
2026-04-18,Chilli,Zone A,51.03,84.5
2026-04-18,Chilli,Zone B,51.62,59.6
2026-04-18,Grapes,Zone A,93.48,28.3
2026-04-18,Grapes,Zone B,94.33,76.7
2026-04-18,Apple,Zone A,194.43,50.1
2026-04-18,Apple,Zone B,189.61,94.0
2026-04-18,Banana,Zone A,44.83,67.2
2026-04-18,Banana,Zone B,45.52,96.3
2026-04-18,Strawberry,Zone A,175.81,81.1
2026-04-18,Strawberry,Zone B,179.34,73.8
2026-04-19,Tomato,Zone A,20.68,51.5
2026-04-19,Tomato,Zone B,21.21,47.8
2026-04-19,Onion,Zone A,47.6,65.9
2026-04-19,Onion,Zone B,46.38,95.2
2026-04-19,Potato,Zone A,26.05,82.2
2026-04-19,Potato,Zone B,26.13,22.1
2026-04-19,Garlic,Zone A,128.52,95.7
2026-04-19,Garlic,Zone B,129.32,93.7
2026-04-19,Ginger,Zone A,94.42,88.0
2026-04-19,Ginger,Zone B,90.89,85.5
2026-04-19,Capsicum,Zone A,40.87,39.9
2026-04-19,Capsicum,Zone B,39.21,23.8
2026-04-19,Cauliflower,Zone A,31.05,41.1
2026-04-19,Cauliflower,Zone B,30.58,36.8
2026-04-19,Chilli,Zone A,56.7,45.8
2026-04-19,Chilli,Zone B,56.04,47.9
2026-04-19,Grapes,Zone A,98.6,88.5
2026-04-19,Grapes,Zone B,94.68,69.3
2026-04-19,Apple,Zone A,199.93,38.2
2026-04-19,Apple,Zone B,199.82,28.1
2026-04-19,Banana,Zone A,46.51,45.0
2026-04-19,Banana,Zone B,45.99,34.9
2026-04-19,Strawberry,Zone A,174.54,76.6
2026-04-19,Strawberry,Zone B,175.76,84.5
2026-04-20,Tomato,Zone A,21.22,96.7
2026-04-20,Tomato,Zone B,20.5,28.9
2026-04-20,Onion,Zone A,46.85,76.0
2026-04-20,Onion,Zone B,45.59,80.5
2026-04-20,Potato,Zone A,24.89,75.7
2026-04-20,Potato,Zone B,24.49,27.2
2026-04-20,Garlic,Zone A,138.4,52.4
2026-04-20,Garlic,Zone B,131.81,77.3
2026-04-20,Ginger,Zone A,89.55,93.7
2026-04-20,Ginger,Zone B,87.43,96.5
2026-04-20,Capsicum,Zone A,42.54,43.5
2026-04-20,Capsicum,Zone B,41.49,26.6
2026-04-20,Cauliflower,Zone A,31.35,23.3
2026-04-20,Cauliflower,Zone B,31.62,73.4
2026-04-20,Chilli,Zone A,53.73,86.7
2026-04-20,Chilli,Zone B,55.83,39.6
2026-04-20,Grapes,Zone A,87.25,37.3
2026-04-20,Grapes,Zone B,82.86,39.5
2026-04-20,Apple,Zone A,174.68,87.0
2026-04-20,Apple,Zone B,171.94,64.1
2026-04-20,Banana,Zone A,44.99,87.8
2026-04-20,Banana,Zone B,45.6,70.2
2026-04-20,Strawberry,Zone A,194.16,79.7
2026-04-20,Strawberry,Zone B,190.09,98.6
2026-04-21,Tomato,Zone A,20.22,49.6
2026-04-21,Tomato,Zone B,21.27,95.0
2026-04-21,Onion,Zone A,43.69,96.6
2026-04-21,Onion,Zone B,42.9,88.8
2026-04-21,Potato,Zone A,25.68,63.1
2026-04-21,Potato,Zone B,25.44,98.5
2026-04-21,Garlic,Zone A,138.9,58.1
2026-04-21,Garlic,Zone B,136.75,84.6
2026-04-21,Ginger,Zone A,92.54,77.4
2026-04-21,Ginger,Zone B,91.99,64.3
2026-04-21,Capsicum,Zone A,41.82,65.9
2026-04-21,Capsicum,Zone B,40.44,69.5
2026-04-21,Cauliflower,Zone A,29.84,96.3
2026-04-21,Cauliflower,Zone B,29.2,64.8
2026-04-21,Chilli,Zone A,53.37,47.8
2026-04-21,Chilli,Zone B,56.95,31.8
2026-04-21,Grapes,Zone A,90.49,77.5
2026-04-21,Grapes,Zone B,94.28,95.8
2026-04-21,Apple,Zone A,197.65,59.3
2026-04-21,Apple,Zone B,197.51,95.4
2026-04-21,Banana,Zone A,46.11,56.2
2026-04-21,Banana,Zone B,47.33,74.0
2026-04-21,Strawberry,Zone A,177.94,90.1
2026-04-21,Strawberry,Zone B,183.27,31.5
2026-04-22,Tomato,Zone A,20.37,45.2
2026-04-22,Tomato,Zone B,19.29,68.8
2026-04-22,Onion,Zone A,45.43,29.6
2026-04-22,Onion,Zone B,47.71,69.1
2026-04-22,Potato,Zone A,25.54,78.6
2026-04-22,Potato,Zone B,24.57,68.1
2026-04-22,Garlic,Zone A,134.67,34.5
2026-04-22,Garlic,Zone B,139.86,59.6
2026-04-22,Ginger,Zone A,83.73,95.7
2026-04-22,Ginger,Zone B,87.09,95.9
2026-04-22,Capsicum,Zone A,39.26,75.7
2026-04-22,Capsicum,Zone B,38.41,47.5
2026-04-22,Cauliflower,Zone A,28.45,76.6
2026-04-22,Cauliflower,Zone B,29.66,60.0
2026-04-22,Chilli,Zone A,52.85,38.1
2026-04-22,Chilli,Zone B,55.33,70.6
2026-04-22,Grapes,Zone A,89.88,61.9
2026-04-22,Grapes,Zone B,84.72,68.5
2026-04-22,Apple,Zone A,194.84,49.9
2026-04-22,Apple,Zone B,196.6,97.1
2026-04-22,Banana,Zone A,43.34,50.8
2026-04-22,Banana,Zone B,43.43,92.4
2026-04-22,Strawberry,Zone A,186.35,96.5
2026-04-22,Strawberry,Zone B,176.63,69.7
2026-04-23,Tomato,Zone A,18.93,47.6
2026-04-23,Tomato,Zone B,19.94,93.0
2026-04-23,Onion,Zone A,45.72,91.3
2026-04-23,Onion,Zone B,46.2,90.4
2026-04-23,Potato,Zone A,23.51,85.5
2026-04-23,Potato,Zone B,23.28,23.1
2026-04-23,Garlic,Zone A,137.77,95.3
2026-04-23,Garlic,Zone B,136.17,44.9
2026-04-23,Ginger,Zone A,87.06,34.4
2026-04-23,Ginger,Zone B,88.25,92.0
2026-04-23,Capsicum,Zone A,40.32,99.8
2026-04-23,Capsicum,Zone B,41.33,95.0
2026-04-23,Cauliflower,Zone A,31.41,51.1
2026-04-23,Cauliflower,Zone B,31.16,29.3
2026-04-23,Chilli,Zone A,54.58,49.3
2026-04-23,Chilli,Zone B,54.15,85.4
2026-04-23,Grapes,Zone A,84.95,48.7
2026-04-23,Grapes,Zone B,88.46,93.7
2026-04-23,Apple,Zone A,203.28,76.6
2026-04-23,Apple,Zone B,202.17,27.9
2026-04-23,Banana,Zone A,45.68,45.6
2026-04-23,Banana,Zone B,45.19,66.0
2026-04-23,Strawberry,Zone A,179.05,63.7
2026-04-23,Strawberry,Zone B,176.25,45.6
2026-04-24,Tomato,Zone A,19.42,95.5
2026-04-24,Tomato,Zone B,19.78,54.8
2026-04-24,Onion,Zone A,41.48,28.3
2026-04-24,Onion,Zone B,43.33,68.8
2026-04-24,Potato,Zone A,25.48,81.7
2026-04-24,Potato,Zone B,25.05,75.9
2026-04-24,Garlic,Zone A,127.8,95.7
2026-04-24,Garlic,Zone B,130.61,67.0
2026-04-24,Ginger,Zone A,93.92,71.3
2026-04-24,Ginger,Zone B,95.39,62.7
2026-04-24,Capsicum,Zone A,37.59,35.1
2026-04-24,Capsicum,Zone B,39.61,24.2
2026-04-24,Cauliflower,Zone A,31.9,79.1
2026-04-24,Cauliflower,Zone B,31.04,34.3
2026-04-24,Chilli,Zone A,55.15,92.9
2026-04-24,Chilli,Zone B,52.55,96.0
2026-04-24,Grapes,Zone A,98.88,25.8
2026-04-24,Grapes,Zone B,94.92,36.5
2026-04-24,Apple,Zone A,184.28,93.8
2026-04-24,Apple,Zone B,187.2,75.2
2026-04-24,Banana,Zone A,45.05,39.2
2026-04-24,Banana,Zone B,48.09,86.5
2026-04-24,Strawberry,Zone A,196.07,86.1
2026-04-24,Strawberry,Zone B,186.78,87.0
2026-04-25,Tomato,Zone A,18.54,39.7
2026-04-25,Tomato,Zone B,19.35,90.6
2026-04-25,Onion,Zone A,44.9,89.1
2026-04-25,Onion,Zone B,45.1,36.4
2026-04-25,Potato,Zone A,26.44,41.8
2026-04-25,Potato,Zone B,26.34,53.3
2026-04-25,Garlic,Zone A,127.62,92.1
2026-04-25,Garlic,Zone B,133.22,59.1
2026-04-25,Ginger,Zone A,91.82,51.6
2026-04-25,Ginger,Zone B,92.33,55.9
2026-04-25,Capsicum,Zone A,39.75,71.0
2026-04-25,Capsicum,Zone B,39.4,92.2
2026-04-25,Cauliflower,Zone A,29.21,46.2
2026-04-25,Cauliflower,Zone B,31.03,40.5
2026-04-25,Chilli,Zone A,57.92,51.9
2026-04-25,Chilli,Zone B,56.16,42.8
2026-04-25,Grapes,Zone A,89.03,29.6
2026-04-25,Grapes,Zone B,94.28,90.7
2026-04-25,Apple,Zone A,201.89,59.8
2026-04-25,Apple,Zone B,195.01,99.6
2026-04-25,Banana,Zone A,43.46,38.3
2026-04-25,Banana,Zone B,46.06,34.8
2026-04-25,Strawberry,Zone A,189.25,39.3
2026-04-25,Strawberry,Zone B,186.43,55.0
2026-04-26,Tomato,Zone A,19.44,23.3
2026-04-26,Tomato,Zone B,19.95,81.3
2026-04-26,Onion,Zone A,42.59,45.4
2026-04-26,Onion,Zone B,43.84,95.9
2026-04-26,Potato,Zone A,25.49,93.7
2026-04-26,Potato,Zone B,24.31,36.1
2026-04-26,Garlic,Zone A,134.28,32.2
2026-04-26,Garlic,Zone B,133.2,25.1
2026-04-26,Ginger,Zone A,85.02,72.6
2026-04-26,Ginger,Zone B,86.73,89.7
2026-04-26,Capsicum,Zone A,37.5,62.3
2026-04-26,Capsicum,Zone B,38.45,31.5
2026-04-26,Cauliflower,Zone A,30.28,74.8
2026-04-26,Cauliflower,Zone B,31.17,62.7
2026-04-26,Chilli,Zone A,54.18,94.6
2026-04-26,Chilli,Zone B,55.08,31.5
2026-04-26,Grapes,Zone A,82.42,50.5
2026-04-26,Grapes,Zone B,84.64,85.1
2026-04-26,Apple,Zone A,189.61,38.0
2026-04-26,Apple,Zone B,197.57,65.1
2026-04-26,Banana,Zone A,43.6,92.9
2026-04-26,Banana,Zone B,44.59,71.6
2026-04-26,Strawberry,Zone A,177.72,56.0
2026-04-26,Strawberry,Zone B,179.58,74.6
2026-04-27,Tomato,Zone A,19.97,99.0
2026-04-27,Tomato,Zone B,20.15,93.6
2026-04-27,Onion,Zone A,43.57,48.8
2026-04-27,Onion,Zone B,42.2,71.0
2026-04-27,Potato,Zone A,25.09,99.9
2026-04-27,Potato,Zone B,24.92,49.4
2026-04-27,Garlic,Zone A,123.45,31.5
2026-04-27,Garlic,Zone B,120.12,76.9
2026-04-27,Ginger,Zone A,88.4,52.2
2026-04-27,Ginger,Zone B,92.83,48.2
2026-04-27,Capsicum,Zone A,41.5,53.4
2026-04-27,Capsicum,Zone B,42.55,55.5
2026-04-27,Cauliflower,Zone A,29.34,46.1
2026-04-27,Cauliflower,Zone B,29.43,77.9
2026-04-27,Chilli,Zone A,52.17,35.3
2026-04-27,Chilli,Zone B,52.08,89.9
2026-04-27,Grapes,Zone A,94.27,92.0
2026-04-27,Grapes,Zone B,93.74,81.1
2026-04-27,Apple,Zone A,186.87,37.1
2026-04-27,Apple,Zone B,179.45,28.7
2026-04-27,Banana,Zone A,44.96,86.6
2026-04-27,Banana,Zone B,46.69,69.9
2026-04-27,Strawberry,Zone A,168.03,64.1
2026-04-27,Strawberry,Zone B,167.19,50.7
2026-04-28,Tomato,Zone A,19.52,55.4
2026-04-28,Tomato,Zone B,20.35,50.9
2026-04-28,Onion,Zone A,44.92,79.7
2026-04-28,Onion,Zone B,45.98,32.5
2026-04-28,Potato,Zone A,25.31,35.8
2026-04-28,Potato,Zone B,24.58,57.5
2026-04-28,Garlic,Zone A,136.67,94.5
2026-04-28,Garlic,Zone B,138.76,94.6
2026-04-28,Ginger,Zone A,92.72,90.1
2026-04-28,Ginger,Zone B,92.29,83.0
2026-04-28,Capsicum,Zone A,36.84,89.0
2026-04-28,Capsicum,Zone B,36.97,88.2
2026-04-28,Cauliflower,Zone A,30.39,36.2
2026-04-28,Cauliflower,Zone B,28.62,37.0
2026-04-28,Chilli,Zone A,56.25,92.7
2026-04-28,Chilli,Zone B,57.25,86.3
2026-04-28,Grapes,Zone A,91.81,43.2
2026-04-28,Grapes,Zone B,87.46,65.0
2026-04-28,Apple,Zone A,193.97,53.2
2026-04-28,Apple,Zone B,200.04,69.5
2026-04-28,Banana,Zone A,43.64,57.6
2026-04-28,Banana,Zone B,45.14,75.2
2026-04-28,Strawberry,Zone A,194.4,73.1
2026-04-28,Strawberry,Zone B,181.97,55.6
2026-04-29,Tomato,Zone A,19.91,50.5
2026-04-29,Tomato,Zone B,20.31,33.6
2026-04-29,Onion,Zone A,43.48,85.4
2026-04-29,Onion,Zone B,44.32,66.8
2026-04-29,Potato,Zone A,24.97,97.6
2026-04-29,Potato,Zone B,25.07,65.3
2026-04-29,Garlic,Zone A,146.77,90.9
2026-04-29,Garlic,Zone B,136.38,30.8
2026-04-29,Ginger,Zone A,87.45,32.0
2026-04-29,Ginger,Zone B,91.68,83.3
2026-04-29,Capsicum,Zone A,42.18,45.7
2026-04-29,Capsicum,Zone B,41.36,95.9
2026-04-29,Cauliflower,Zone A,28.99,83.9
2026-04-29,Cauliflower,Zone B,27.64,91.3
2026-04-29,Chilli,Zone A,53.1,88.1
2026-04-29,Chilli,Zone B,53.2,42.4
2026-04-29,Grapes,Zone A,94.12,59.2
2026-04-29,Grapes,Zone B,94.04,24.2
2026-04-29,Apple,Zone A,176.88,55.9
2026-04-29,Apple,Zone B,178.7,23.2
2026-04-29,Banana,Zone A,47.08,56.6
2026-04-29,Banana,Zone B,44.58,64.1
2026-04-29,Strawberry,Zone A,179.98,69.9
2026-04-29,Strawberry,Zone B,176.61,21.5
2026-04-30,Tomato,Zone A,20.4,50.4
2026-04-30,Tomato,Zone B,19.03,73.8
2026-04-30,Onion,Zone A,45.28,84.3
2026-04-30,Onion,Zone B,47.18,82.7
2026-04-30,Potato,Zone A,24.46,95.4
2026-04-30,Potato,Zone B,25.2,64.2
2026-04-30,Garlic,Zone A,129.27,93.1
2026-04-30,Garlic,Zone B,136.15,26.8
2026-04-30,Ginger,Zone A,90.17,60.7
2026-04-30,Ginger,Zone B,88.67,84.9
2026-04-30,Capsicum,Zone A,39.93,26.0
2026-04-30,Capsicum,Zone B,40.81,32.3
2026-04-30,Cauliflower,Zone A,31.59,89.1
2026-04-30,Cauliflower,Zone B,29.69,21.1
2026-04-30,Chilli,Zone A,58.37,69.4
2026-04-30,Chilli,Zone B,55.13,70.1
2026-04-30,Grapes,Zone A,96.57,89.9
2026-04-30,Grapes,Zone B,99.09,28.5
2026-04-30,Apple,Zone A,179.04,36.0
2026-04-30,Apple,Zone B,179.63,26.5
2026-04-30,Banana,Zone A,44.72,20.3
2026-04-30,Banana,Zone B,44.17,38.6
2026-04-30,Strawberry,Zone A,166.12,45.6
2026-04-30,Strawberry,Zone B,172.3,58.1
2026-05-01,Tomato,Zone A,20.15,68.4
2026-05-01,Tomato,Zone B,18.91,43.0
2026-05-01,Onion,Zone A,47.13,24.9
2026-05-01,Onion,Zone B,44.64,20.5
2026-05-01,Potato,Zone A,23.6,31.5
2026-05-01,Potato,Zone B,24.27,97.8
2026-05-01,Garlic,Zone A,165.85,26.1
2026-05-01,Garlic,Zone B,159.11,45.7
2026-05-01,Ginger,Zone A,91.88,70.8
2026-05-01,Ginger,Zone B,95.13,68.1
2026-05-01,Capsicum,Zone A,39.34,54.1
2026-05-01,Capsicum,Zone B,41.07,78.8
2026-05-01,Cauliflower,Zone A,30.46,97.5
2026-05-01,Cauliflower,Zone B,29.49,80.3
2026-05-01,Chilli,Zone A,50.77,47.5
2026-05-01,Chilli,Zone B,53.59,69.6
